movie_name,year,time,rating,metascore,votes,gross,description,Director,Stars,Image URLs
"1,347. Small Time (2014)",12 | 104 min | Drama,6,Rate,54 Metascore,A young guy decides to skip college in favor of joining his father on the lot of his used-car business.,"Director: Joel Surnow | Stars: Christopher Meloni, Devon Bostick, Dean Norris, Bridget Moynahan","Votes: 1,492",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,348. Hateship Loveship (2013)","R | 104 min | Drama, Romance",6.1,Rate,59 Metascore,"A wild teenage girl orchestrates a romance between her nanny and her father, who is a recovering addict.","Director: Liza Johnson | Stars: Kristen Wiig, Guy Pearce, Hailee Steinfeld, Nick Nolte","Votes: 7,111 | Gross: $0.05M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,349. A New York Winter's Tale (2014)","12A | 118 min | Drama, Fantasy, Mystery",6.1,Rate,31 Metascore,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.","Director: Akiva Goldsman | Stars: Colin Farrell, Jessica Brown Findlay, Russell Crowe, Jennifer Connelly","Votes: 56,129 | Gross: $0.02M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,350. Enemy (2013)","15 | 91 min | Drama, Mystery, Thriller",6.9,Rate,61 Metascore,A man seeks out his exact look-alike after spotting him in a movie.,"Director: Denis Villeneuve | Stars: Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini","Votes: 208,290 | Gross: $1.01M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,351. Dom Hemingway (2013)","15 | 93 min | Comedy, Crime, Drama",6.1,Rate,55 Metascore,"After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed.","Director: Richard Shepard | Stars: Jude Law, Richard E. Grant, Demián Bichir, Emilia Clarke","Votes: 27,432 | Gross: $0.52M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,352. My Father and My Son (2005)","PG | 112 min | Drama, Family",8.2,Rate,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,"Director: Çagan Irmak | Stars: Çetin Tekindor, Fikret Kuskan, Hümeyra, Ege Tanman","Votes: 90,418",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,353. Deadbeat (2014–2016)","22 min | Comedy, Fantasy",7.3,Rate,"Kevin is a medium for hire, who attempts to solve various ghosts' unresolved problems, so that they can move on to a final resting place, occasionally with the help of his best friend and drug dealer, Roofie.","Stars: Tyler Labine, Lucy DeVito, Brandon T. Jackson, Cat Deeley","Votes: 5,313",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,354. Halima's Path (2012)","15 | 97 min | Drama, War",8,Rate,"In order to recover the body of her son lost during the war in Bosnia, a grieving, but strong-willed Muslim woman, Halima, must track down her estranged niece, who we find carries a mysterious connection to him.","Director: Arsen A. Ostojic | Stars: Alma Prica, Olga Pakalovic, Mijo Jurisic, Izudin Bajrovic","Votes: 2,355",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,355. Heli (2013)","18 | 105 min | Crime, Drama, Romance",6.8,Rate,59 Metascore,Heli must try and protect his young family when his 12-year-old sister inadvertently involves them in the brutal drug world. He must battle against the drug cartel that have been angered as well as the corrupt police force.,"Director: Amat Escalante | Stars: Armando Espitia, Andrea Vergara, Linda González, Juan Eduardo Palacios","Votes: 5,324",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,356. Decoding Annie Parker (2013)",15 | 91 min | Drama,6.2,Rate,56 Metascore,"Love, science, sex, infidelity, disease and comedy, the wild, mostly true story of the irrepressible Annie Parker and the almost discovery of a cure for cancer.","Director: Steven Bernstein | Stars: Helen Hunt, Samantha Morton, Aaron Paul, Rashida Jones","Votes: 3,287 | Gross: $0.04M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,357. Honour (I) (2014)",15 | 104 min | Thriller,6,Rate,53 Metascore,"A story centered on a young woman who is targeted by her family for an ""honour killing"" and the bounty hunter who takes the job.","Director: Shan Khan | Stars: Aiysha Hart, Paddy Considine, Faraz Ayub, Shubham Saraf","Votes: 1,089",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,358. Joe (I) (2013)","15 | 117 min | Crime, Drama, Thriller",6.8,Rate,74 Metascore,"An ex-con, who is the unlikeliest of role models, meets a 15-year-old boy and is faced with the choice of redemption or ruin.","Director: David Gordon Green | Stars: Nicolas Cage, Tye Sheridan, Gary Poulter, Ronnie Gene Blevins","Votes: 50,582 | Gross: $0.37M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,359. Jappeloup (2013)","130 min | Biography, Crime, Drama",6.6,Rate,A horse with amazing courage and a big heart.,"Director: Christian Duguay | Stars: Guillaume Canet, Marina Hands, Daniel Auteuil, Lou de Laâge","Votes: 1,804",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,360. En solitaire (2013)","12 | 101 min | Adventure, Drama, Sport",6.4,Rate,It tells the story of Yann Kermadec whose dreams suddenly come true when he has to replace the DCNS star skipper at the last minute before the start of the Vendée Globe (a round-the-world ... See full summary »,"Director: Christophe Offenstein | Stars: François Cluzet, Samy Seghir, Virginie Efira, Guillaume Canet","Votes: 2,517",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,361. The Rocket (2013)",12 | 100 min | Drama,7.3,Rate,72 Metascore,"Laos. In a land ravaged by war and exploitation, a boy whose family believe he is cursed must redeem himself by taking part in a dangerous rocket competition.","Director: Kim Mordaunt | Stars: Sitthiphon Disamoe, Loungnam Kaosainam, Suthep Po-ngam, Boonsri Yindee","Votes: 3,172",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,362. The Devil's Violinist (2013)","15 | 122 min | Biography, Drama, Musical",6,Rate,38 Metascore,"19th Century violinist and composer Niccolò Paganini incurs the wrath of his diabolical manager while preparing for his debut performance in London, and falling for the daughter of an English impresario.","Director: Bernard Rose | Stars: David Garrett, Jared Harris, Joely Richardson, Christian McKay","Votes: 3,777",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,363. Cinderella (2011– )","180 min | Drama, Romance",6.9,Rate,"The timeless classic gets a fresh spin in this miniseries. Aurora, a young, talented pianist living in poverty, finds a world of romance and magic in the bustling streets of 1950s Rome.","Stars: Frank Crudele, Ilaria Spada, Mariella Valentini, Rosabell Laurenti Sellers",Votes: 614,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,364. Those Who Kill: Shadow of the Past (2011)","90 min | Crime, Drama, Thriller",6.5,Rate,"A forensic psychiatrist decides to change work. Days before leaving, a case of 5 shot on a Copenhagen city bus might involve an old patient of his. Other murders follow. He can't stop before the case is solved.","Director: Birger Larsen | Stars: Laura Bach, Jakob Cedergren, Lars Mikkelsen, Simon Kvamm","Votes: 1,580",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,365. Coco Chanel (2008 TV Movie)","PG | 139 min | Biography, Drama",6.8,Rate,The life story of legendary fashion designer Coco Chanel.,"Director: Christian Duguay | Stars: Barbora Bobulova, Shirley MacLaine, Olivier Sitruk, Valentina Lodovini","Votes: 3,759",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,366. The Butterfly's Dream (2013)","12A | 138 min | Biography, Drama, History",7.7,Rate,"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same.","Director: Yilmaz Erdogan | Stars: Kivanç Tatlitug, Mert Firat, Belçim Bilgin, Farah Zeynep Abdullah","Votes: 23,540",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,367. Garbo: El espía (2009)","88 min | Documentary, Biography, History",7.2,Rate,67 Metascore,"A compelling account of Juan Pujol, an extraordinary Spanish double agent during WWII who helped change the course of history.","Director: Edmon Roch | Stars: Rupert Allason, José Antonio Escoriza, Aline Griffith, Juan Kreisler",Votes: 643 | Gross: $0.03M,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,368. The Matrix Revisited (2001 Video)",15 | 123 min | Documentary,7.4,Rate,A DVD-exclusive documentary about the making and production of The Matrix (1999).,"Director: Josh Oreck | Stars: Lorenzo di Bonaventura, Joel Silver, Bill Pope, Owen Paterson","Votes: 4,122",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,369. The Matrix Reloaded Revisited (2004)",Documentary,7.7,Rate,A documentary film dedicated to the creation of The Matrix Reloaded,"Director: Josh Oreck | Stars: Tanveer K. Atwal, Helmut Bakaitis, Monica Bellucci, Laurence Fishburne",Votes: 466,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,370. Ghost of New Orleans (2011)","R | 98 min | Crime, Drama, Thriller",5,Rate,"In post-Katrina New Orleans, a disgraced detective encounters the ghost of a murdered woman who wants to help him identify her killer.","Director: Predrag Antonijevic | Stars: Josh Lucas, Terrence Howard, Lake Bell, Sharon Leal","Votes: 1,061",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,371. Big Is Beautiful (2012)",100 min | Comedy,5.4,Rate,"A resort for individuals who want to lose weight is helps several women discover friendships, acceptance with body image and hard truths.","Director: Charlotte de Turckheim | Stars: Victoria Abril, Lola Dewaere, Catherine Hosmalin, Grégory Fitoussi",Votes: 998,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,372. The Hot Potato (2012)",PG | 95 min | Drama,5.4,Rate,"London's East End 1969. Based on real events. Two chancers 'find' a lump of Uranium and crisscross Europe to find a buyer. Accompanied by Danny's girl,the lovely Carole. They encounter a ... See full summary »","Director: Tim Lewiston | Stars: Ray Winstone, Colm Meaney, Jack Huston, David Harewood",Votes: 775,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,373. The Oregonian (2011)","81 min | Horror, Mystery, Thriller",4.1,Rate,46 Metascore,A woman leaves the farm and enters the unknown.,"Director: Calvin Lee Reeder | Stars: Lindsay Pulsipher, Robert Longstreet, Matt Olsen, Lynne Compton",Votes: 767,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,374. The Reconstruction (2013)",90 min | Drama,6.5,Rate,Eduardo (Diego Peretti) is an obsessive and efficient oil plant worker who finds his solitary routine is altered when summoned to travel to Ushuaia for a few days. The trip and reunion with... See full summary »,"Director: Juan Taratuto | Stars: Diego Peretti, Claudia Fontán, Alfredo Casero, María Casali",Votes: 458,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,375. 6 No Es Un Color (2012)","17 min | Short, Drama",3.5,Rate,"A guy who just broke up with his boy, a woman with a perfect relationship and another guy with a relationship just about to broke are going to interrelate in Madrid.","Director: Alberto Piedrabuena | Stars: Alejandro Hernández Bascón, Eva María Fernández, José María Izaguirre, Javier Martín",Votes: 35,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,376. Svengali (2013)","15 | 93 min | Comedy, Music",5.6,Rate,Svengali chronicles a wide-eyed Welshman's haphazard attempts to manage an unruly rock band up the ladder of success whilst keeping his love life firmly on track. Can he manage it?,"Director: John Hardwick | Stars: Natasha O'Keeffe, Matt Berry, Joel Fry, Nicola Coughlan","Votes: 1,121",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,377. Sparks (I) (2013)","15 | 97 min | Action, Sci-Fi, Thriller",4.7,Rate,A masked vigilante who discovers the dark side to heroism. Going after the nation's most notorious super criminal leaves Sparks' life and reputation in ruins.,"Directors: Todd Burrows, Christopher Folino | Stars: Chase Williamson, Ashley Bell, Clancy Brown, Jake Busey","Votes: 5,883",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,378. Aurora (I) (2010)",12A | 181 min | Drama,6.5,Rate,63 Metascore,Viorel a 42 year old man troubled by obscure thoughts drives across the city to a destination known only to him.,"Director: Cristi Puiu | Stars: Afrodita Andone, Geo Aur, Andrei Barbu, Anda Barleanu","Votes: 2,047",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,379. City of Men (2007)","15 | 106 min | Crime, Drama",7.2,Rate,63 Metascore,"Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio's favelas.","Director: Paulo Morelli | Stars: Douglas Silva, Darlan Cunha, Jonathan Haagensen, Rodrigo dos Santos","Votes: 16,141 | Gross: $0.31M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,380. Til Death (2006–2010)","21 min | Comedy, Romance",6.5,Rate,Newlyweds move in next door to a veteran married couple of 25 years.,"Stars: Brad Garrett, Joely Fisher, Kat Foster, Eddie Kaye Thomas","Votes: 6,572",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,381. Frankenstein's Army (2013)","18 | 84 min | Horror, Sci-Fi",5.4,Rate,49 Metascore,"In the dying days of WWII, a battalion of Russian soldiers is lured into the secret lab of a deranged scientist and forced to face off against an army of horrific flesh-and-metal war machines.","Director: Richard Raaphorst | Stars: Robert Gwilym, Hon Ping Tang, Alexander Terentyev, Luke Newberry","Votes: 9,036",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,382. Bouquet of Barbed Wire (2010– )","15 | 45 min | Drama, Thriller",6.2,Rate,"Summoned by the police to the scene of a car crash,wealthy architect Peter Manson recalls events from months earlier.","Stars: Trevor Eve, Hermione Norris, Imogen Poots, Tom Riley",Votes: 342,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,383. Afterlife (I) (2005–2006)","12 | 47 min | Drama, Horror, Mystery",7.9,Rate,University lecturer Robert Bridge becomes involved in a series of supernatural events surrounding medium Alison Mundy in this chilling TV series.,"Stars: Lesley Sharp, Andrew Lincoln, Kate Duchêne, Anna Wilson-Jones","Votes: 2,181",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,384. Above Suspicion (2009–2012)","18 | 46 min | Crime, Drama, Mystery",7.1,Rate,A team of dedicated detectives investigate gruesome murders across London.,"Stars: Kelly Reilly, Ciarán Hinds, Shaun Dingwall, Amanda Lawrence","Votes: 3,240",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,385. Mr. Pip (2012)","15 | 116 min | Drama, War",7.1,Rate,"As a war rages on in the province of Bougainville in Papua New Guinea, a young girl becomes transfixed by the Charles Dickens novel Great Expectations, which is being read at school by the only white man in the village.","Director: Andrew Adamson | Stars: Hugh Laurie, Xzannjah Matsi, Healesville Joel, Eka Darville","Votes: 4,335",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,386. Plush (2013)","15 | 99 min | Drama, Thriller",5.2,Rate,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.","Director: Catherine Hardwicke | Stars: Emily Browning, Xavier Samuel, Cam Gigandet, Dawn Olivieri","Votes: 4,101 | Gross: $0.00M",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,387. Mr. Jones (2013)","15 | 84 min | Drama, Horror, Thriller",4.6,Rate,38 Metascore,A young couple moves to the woods and soon finds their nightmares and reality colliding.,"Director: Karl Mueller | Stars: Jon Foster, Sarah Jones, Mark Steger, Faran Tahir","Votes: 4,353",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,388. Lauren (2012– )","Short, Drama",8,Rate,"When a soldier reports an assault, she is forced to choose between what she loves, and what is right.","Stars: Troian Bellisario, Jennifer Beals, Bradley Whitford, Raymond Cruz",Votes: 439,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,389. Instructions Not Included (2013)","12 | 115 min | Comedy, Drama",7.5,Rate,55 Metascore,A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.,"Director: Eugenio Derbez | Stars: Eugenio Derbez, Karla Souza, Jessica Lindsey, Loreto Peralta","Votes: 32,244 | Gross: $44.47M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,390. The Rules of Attraction (2002)","18 | 110 min | Comedy, Drama, Romance",6.6,Rate,50 Metascore,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.","Director: Roger Avary | Stars: James Van Der Beek, Ian Somerhalder, Shannyn Sossamon, Jessica Biel","Votes: 52,870 | Gross: $6.53M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,391. The Broken Shore (2013 TV Movie)",103 min | Crime,6.5,Rate,"An evocative crime thriller that captures the chilling action and sharp wit of Peter Temple's acclaimed novel The Broken Shore. In this gripping adaptation, Detective Joe Cashin uncovers a ... See full summary »","Director: Rowan Woods | Stars: Don Hany, Claudia Karvan, Anthony Hayes, Erik Thomson",Votes: 738,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,392. The Silent Thief (2012)",104 min | Thriller,5.1,Rate,"The Silent Thief is a psychological thriller that examines familial bonds, the human need to belong and the thin line between sanity and insanity. Brennan Marley is an outcast drifter who ... See full summary »","Director: Jennifer Clary | Stars: Toby Hemingway, Cody Anthony, Scout Taylor-Compton, John Billingsley",Votes: 349,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,393. Blood & Chocolate (2007)","12 | 98 min | Drama, Fantasy, Horror",5.3,Rate,33 Metascore,A teenage werewolf is torn between honoring her family's secret and her love for a man.,"Director: Katja von Garnier | Stars: Agnes Bruckner, Hugh Dancy, Olivier Martinez, Katja Riemann","Votes: 18,162 | Gross: $3.53M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,394. Troubled Water (2008)","115 min | Drama, Music",7.6,Rate,"A man convicted in his teens for killing a child is released on parole. He struggles to build a new life, but his past is uncovered.","Director: Erik Poppe | Stars: Pål Sverre Hagen, Trine Dyrholm, Ellen Dorrit Petersen, Fredrik Grøndahl","Votes: 6,072",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,395. 47 Ronin (2013)","12A | 128 min | Action, Drama, Fantasy",6.2,Rate,28 Metascore,A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,"Director: Carl Rinsch | Stars: Keanu Reeves, Hiroyuki Sanada, Kô Shibasaki, Tadanobu Asano","Votes: 168,437 | Gross: $38.36M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,396. Steamboat Bill, Jr. (1928)","U | 70 min | Action, Comedy, Drama",7.8,Rate,The effete son of a cantankerous riverboat captain comes to join his father's crew.,"Directors: Charles Reisner, Buster Keaton | Stars: Buster Keaton, Tom McGuire, Ernest Torrence, Tom Lewis","Votes: 15,783",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,397. Moses Jones (2009)","180 min | Crime, Drama, Mystery",6.5,Rate,Police investigate a mutilated body found in the Thames which appears to be the product of a witchcraft killing.,"Stars: Eamonn Walker, Shaun Parkes, Wunmi Mosaku, Dave Fishley",Votes: 233,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,398. What Remains (2013)","15 | 240 min | Drama, Mystery, Thriller",7.4,Rate,A young couple move into an apartment only to find the body of a young woman that had been missing for 2 years but never registered as missing which leads to a deeper investigation into what actually happened.,"Stars: Alexander Arnold, David Bamber, Claudie Blakley, Denise Gough","Votes: 3,953",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,399. The Silence (2010)","15 | 118 min | Crime, Drama, Thriller",7,Rate,72 Metascore,13-year-old Sinikka vanishes on a hot summer night. Her bicycle is found in the exact place where a girl was killed 23 years ago. The dramatic present forces those involved in the original case to face their past.,"Director: Baran bo Odar | Stars: Ulrich Thomsen, Claudia Michelsen, Wotan Wilke Möhring, Katrin Sass","Votes: 7,905 | Gross: $0.10M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,400. The Saddest Boy in the World (2006)","13 min | Short, Comedy",7.3,Rate,"Timothy Higgins, the saddest boy in the world, prepares to hang himself at his ninth birthday party.","Director: Jamie Travis | Stars: Benjamin B. Smith, Lauren K. Robek, Babs Chula, Hailey Conner",Votes: 604,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,401. My Friend Jaime (2013)","8 min | Short, Drama",5.8,Rate,"""Mi amigo Jaime"", tells the story of Dani, a young boy who shares a close friendship with his friend Jaime. Their relationship changes when Dani realizes she feels something more to his ... See full summary »","Director: Alejandro Beltrán | Stars: Jorge Valls, Marcos Ruiz, Gloria Román, Nacho Sanchez",Votes: 228,,,,"https://m.media-amazon.com/images/M/MV5BMTg1Njk1NDYyMF5BMl5BanBnXkFtZTgwNzI3NjA2NDE@._V1_UY209_CR4,0,140,209_AL_.jpg"
"1,402. The Normal Heart (2014 TV Movie)","132 min | Biography, Drama, History",7.9,Rate,"In the early 1980s, the onset of the HIV-AIDS crisis in New York led to an emergence of homosexual activists. With support from the medical community, they try to raise awareness about the disease.","Director: Ryan Murphy | Stars: Mark Ruffalo, Jonathan Groff, Frank De Julio, William DeMeritt","Votes: 37,241",,,,"https://m.media-amazon.com/images/M/MV5BNjY3NjE3YTgtMWVmMS00YmQ0LWIxMzMtMmEyM2VlZTc0M2M0XkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_UX140_CR0,0,140,209_AL_.jpg"
"1,403. Infiltration (2010)",120 min | Drama,6.2,Rate,"The 1956, a few years after the War of Independence and the establishment of the State of Israel. Immigration is at its peak, transit camps are scattered throughout the country. This is the... See full summary »","Director: Dover Koshashvili | Stars: Guy Adler, Oz Zehavi, Michael Aloni, Liel Danir",Votes: 185,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,404. Jack Irish: Dead Point (2014 TV Movie)","15 | 83 min | Crime, Drama",6.9,Rate,"When a high profile judge commissions Jack Irish to locate a mysterious red book, Jack is thrown into a world of sexy club owners, drug dealers and unhinged killers.","Director: Jeffrey Walker | Stars: Guy Pearce, Marta Dusseldorp, Aaron Pedersen, Roy Billing","Votes: 1,806",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,405. The Night Shift (2014–2017)","12 | 42 min | Drama, Romance",7.4,Rate,A group of doctors from the Army return to work the night shift at a hospital in San Antonio.,"Stars: Eoin Macken, Jill Flint, Brendan Fehr, Robert Bailey Jr.","Votes: 12,864",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,406. The Legend of Neil (2008– )","Adventure, Comedy, Fantasy",8.1,Rate,Neil accidentally ends up in the Legend of Zelda.,"Stars: Tony Janning, Mike Rose, Felicia Day, Eric Acosta",Votes: 569,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,407. Metal Hurlant Chronicles (2012–2014)","22 min | Action, Sci-Fi",5.7,Rate,"An anthology series in which each episode is a self-contained story set in a different world, with all stories linked together by an asteroid called the Metal Hurlant, which is passing ... See full summary »","Stars: Scott Adkins, Karl E. Landler, Dominique Pinon, Lygie Duvivier","Votes: 1,813",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,408. Zenne Dancer (2011)","104 min | Biography, Drama, Romance",7.1,Rate,"A feature film about an unusual trio: Daniel, a German photo-journalist in Istanbul without much knowledge about Turkish values. Can, a flamboyant, out and proud male belly dancer with lots... See full summary »","Directors: Caner Alper, Mehmet Binay | Stars: Kerem Can, Giovanni Arvaneh, Erkan Avci, Tilbe Saran","Votes: 2,800",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,409. Salvo (2013)","12A | 110 min | Crime, Drama, Romance",5.9,Rate,59 Metascore,"Salvo is a body guard and hit man for a mafioso. After foiling an attack on his employer, Salvo hunts down the man who organised it and encounters the man's blind sister. She causes Salvo to question himself and his existence.","Directors: Fabio Grassadonia, Antonio Piazza | Stars: Saleh Bakri, Luigi Lo Cascio, Sara Serraiocco, Giuditta Perriera","Votes: 1,312",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,410. Gang Related (2014)","PG | 46 min | Action, Crime, Drama",7.5,Rate,"As kid, Ryan Lopez got connected to gang boss Javier Acosta. He's now detective in LAPD's Gang Task Force. While secretly passing info on to Javier, he's a good cop 95% of the time.","Stars: Ramón Rodríguez, Jay Hernandez, RZA, Sung Kang","Votes: 6,322",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,411. Snow Flower and the Secret Fan (2011)","12A | 104 min | Drama, History",6.1,Rate,42 Metascore,A story set in nineteenth-century China and focusing on the life-long friendship between two girls who develop their own secret code as a way to contend with the rigid social norms imposed on women.,"Director: Wayne Wang | Stars: Bingbing Li, Jun Ji-hyun, Vivian Wu, Russell Wong","Votes: 3,961 | Gross: $1.35M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,412. Undateable (2014–2016)",22 min | Comedy,7.3,Rate,"A womanizer helps his sister, his bar-owning roomie, and his three friends with much-needed dating advice.","Stars: Chris D'Elia, Brent Morin, Bianca Kajlich, Ron Funches","Votes: 8,875",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,413. Like Father, Like Son (2013)",PG | 121 min | Drama,7.8,Rate,73 Metascore,"Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.","Director: Kore-eda Hirokazu | Stars: Masaharu Fukuyama, Machiko Ono, Yôko Maki, Lily Franky","Votes: 27,248 | Gross: $0.28M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,414. Endless Love (2014)","12A | 104 min | Drama, Romance",6.2,Rate,30 Metascore,The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,"Director: Shana Feste | Stars: Gabriella Wilde, Alex Pettyfer, Bruce Greenwood, Robert Patrick","Votes: 47,092 | Gross: $23.39M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,415. Nobody Knows (2004)",12A | 141 min | Drama,8,Rate,88 Metascore,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.","Director: Kore-eda Hirokazu | Stars: Yûya Yagira, Ayu Kitaura, Hiei Kimura, Momoko Shimizu","Votes: 30,306 | Gross: $0.68M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,416. Di Di Hollywood (2010)",15 | 96 min | Drama,3.7,Rate,"Dreams of fame take Diana from Madrid to Hollywood. She seems to be on the right path when a powerful agent notices her, but he only wants someone for a sham marriage with a secretly gay star.","Directors: Seth Gordon, Bigas Luna | Stars: Elsa Pataky, Peter Coyote, Paul Sculfor, Giovanna Zacarías",Votes: 697,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
