movie_name,year,time,rating,metascore,votes,gross,description,Director,Stars,Image URLs
"4,249. Wilson (I) (2017)","15 | 94 min | Comedy, Drama",5.8,Rate,49 Metascore,"A lonely, neurotic, and hilariously honest middle-aged man reunites with his estranged wife, and meets his teenage daughter for the first time.","Director: Craig Johnson | Stars: Woody Harrelson, Sandra Lee-Oian Thomas, Shaun J. Brown, James Robert Miller","Votes: 10,948 | Gross: $0.65M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,250. War Machine (2017)","15 | 122 min | Comedy, Drama, War",6,Rate,56 Metascore,"An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan.","Director: David Michôd | Stars: Brad Pitt, Daniel Betts, John Magaro, Emory Cohen","Votes: 49,350",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,251. Queer Britain (2017)",30 min,6.9,Rate,"Presented by YouTuber and journalist Riyadh Khalaf, Queer Britain gets under the skin of queer culture and shines a light on the challenges faced by the LGBTQ+ community.",Star: Riyadh Khalaf,Votes: 37,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,252. Kong: Skull Island (2017)","12A | 118 min | Action, Adventure, Fantasy",6.7,Rate,62 Metascore,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.","Director: Jordan Vogt-Roberts | Stars: Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly","Votes: 337,553 | Gross: $168.05M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,253. The Kingdom of Dreams and Madness (2013)",PG | 118 min | Documentary,7.7,Rate,75 Metascore,"Follows the routines of those employed at Studio Ghibli, including filmmakers Hayao Miyazaki, Isao Takahata, and Toshio Suzuki as they work to release two films simultaneously, The Wind Rises and The Tale of the Princess Kaguya.","Director: Mami Sunada | Stars: Hayao Miyazaki, Yumiko Miyoshi, Toshio Suzuki, Shinsuke Nonaka","Votes: 5,518",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,254. Parents (2016)","86 min | Drama, Mystery",5.4,Rate,"When their son moves out, a couple buys the condo from their youth and furnish it as back then. They start living as then and one day, they're same age as their son. Other twists follow.","Director: Christian Tafdrup | Stars: Søren Malling, Bodil Jørgensen, Elliott Crosset Hove, Miri Ann Beuschel",Votes: 873,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,255. Audacity (2015)",55 min | Drama,2.8,Rate,"""Audacity"" uses a unique approach to address a very sensitive subject in contemporary society. Regardless of your views on the gay lifestyle, you'll gain fresh insights and a new perspective.","Director: Eddie Roman | Stars: Travis Owens, Molly Ritter, Ben Price, Franklin Killian","Votes: 4,406",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,256. xXx: Return of Xander Cage (2017)","12A | 107 min | Action, Adventure, Thriller",5.2,Rate,42 Metascore,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","Director: D.J. Caruso | Stars: Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu","Votes: 96,026 | Gross: $44.90M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,257. Shut In (I) (2016)","15 | 91 min | Drama, Horror, Mystery",4.8,Rate,25 Metascore,"A widowed child psychologist lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.","Director: Farren Blackburn | Stars: Naomi Watts, Charlie Heaton, Jacob Tremblay, Oliver Platt","Votes: 14,554 | Gross: $6.88M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,258. King Arthur: Legend of the Sword (2017)","12A | 126 min | Action, Adventure, Drama",6.7,Rate,41 Metascore,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.","Director: Guy Ritchie | Stars: Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou","Votes: 227,912 | Gross: $39.18M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,259. Somewhere Between (2017)","15 | 41 min | Drama, Mystery, Sci-Fi",6.2,Rate,"A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever.","Stars: Paula Patton, Devon Sawa, Aria Birch, Catherine Barroll","Votes: 6,548",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,260. Kidnap (I) (2017)","15 | 95 min | Action, Crime, Thriller",5.9,Rate,44 Metascore,A mother stops at nothing to recover her kidnapped son.,"Director: Luis Prieto | Stars: Halle Berry, Sage Correa, Chris McGinn, Lew Temple","Votes: 38,587 | Gross: $30.72M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,261. The Boss (2016)",15 | 99 min | Comedy,5.4,Rate,40 Metascore,"A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.","Director: Ben Falcone | Stars: Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson","Votes: 48,159 | Gross: $63.29M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,262. The Boss Baby (2017)","U | 97 min | Animation, Adventure, Comedy",6.3,Rate,50 Metascore,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.","Director: Tom McGrath | Stars: Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow","Votes: 137,366 | Gross: $175.00M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,263. Pet (I) (2016)","18 | 94 min | Horror, Thriller",5.7,Rate,48 Metascore,A man bumps into an old crush and holds her captive underneath the animal shelter where he works.,"Director: Carles Torrens | Stars: Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald","Votes: 18,512 | Gross: $0.01M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,264. Amnesia (I) (2015)",96 min | Drama,6.1,Rate,59 Metascore,"Jo has come to Ibiza to be a DJ in the club Amnesia. He befriends a solitary woman who's trying to forget her past. As Jo draws her into techno music, Martha puts everything she had previously lived by into question.","Director: Barbet Schroeder | Stars: Marthe Keller, Max Riemelt, Bruno Ganz, Corinna Kirchhoff","Votes: 1,196",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,265. Midnight, Texas (2017–2018)","15 | 60 min | Drama, Fantasy, Mystery",7.3,Rate,"Midnight is a safe haven for those who are different, but with the presence of outsiders, the residents band together and form a strong and unlikely family.","Stars: François Arnaud, Dylan Bruce, Parisa Fitz-Henley, Arielle Kebbel","Votes: 14,628",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,266. Becoming Warren Buffett (2017)",90 min | Documentary,7.5,Rate,"The legendary investor started out as an ambitious, numbers-obsessed boy from Nebraska and ended up becoming one of the richest and most respected men in the world.","Director: Peter W. Kunhardt | Stars: Kenan Akansel, Saul Bisht, Susie Buffet Jr., Bertie Buffet","Votes: 5,178",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,267. The Dinner (I) (2017)","15 | 120 min | Crime, Drama, Thriller",4.5,Rate,57 Metascore,Two sets of wealthy parents meet for dinner to decide what to do about a crime their sons have committed.,"Director: Oren Moverman | Stars: Michael Chernus, Taylor Rae Almonte-Roman, Steve Coogan, Charlie Plummer","Votes: 9,274 | Gross: $1.32M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,268. The Bold Type (2017–2021)","15 | 45 min | Comedy, Drama",7.8,Rate,A glimpse into the outrageous lives and loves of those responsible for a global women's magazine.,"Stars: Katie Stevens, Aisha Dee, Meghann Fahy, Melora Hardin","Votes: 23,583",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,269. Tomcat (2016)",124 min | Drama,6.4,Rate,"Andreas and Stefan lead a happy and passionate life: Together with their beloved tomcat Moses, they live in a beautiful old house in Vienna's vineyards. They work as a musician and as a ... See full summary »","Director: Klaus Händl | Stars: Toni, Lukas Turtur, Philipp Hochmair, Sebastian Löschberger","Votes: 1,087",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,270. Beyond Love (2014)",108 min | Drama,5.9,Rate,"An Italian lesbian couple wants a child. A gay couple tries to help them. Four friends, hundreds of problems. One solution.","Director: Silvio Nacucchi | Stars: Viviana Altieri, William Angiuli, Nicola Camurri, Fabio Fiori",Votes: 110,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,271. Handsome Devil (2016)","15 | 95 min | Comedy, Drama, Sport",7,Rate,60 Metascore,Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.,"Director: John Butler | Stars: Fionn O'Shea, Ardal O'Hanlon, Amy Huberman, Ruairi O'Connor","Votes: 16,441",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,272. First Kill (2017)","15 | 97 min | Action, Thriller",5,Rate,39 Metascore,A Wall Street broker is forced to evade a police chief investigating a bank robbery as he attempts to recover the stolen money in exchange for his son's life.,"Director: Steven C. Miller | Stars: Bruce Willis, Hayden Christensen, Ty Shelton, Megan Leonard","Votes: 12,265",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,273. Room 104 (2017–2020)","15 | 30 min | Comedy, Drama, Fantasy",6.1,Rate,"Anthology series set in room 104 of a seemingly average American motel, each time telling a different story of the assorted guests who pass through, which can range from funny and fantastical to dramatic and horrifying.","Stars: Jennifer Lafleur, Jon Bass, Jenny Leonhardt, Kristina Harrison","Votes: 6,066",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,274. Ozark (2017–2022)","18 | 60 min | Crime, Drama, Thriller",8.5,Rate,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.","Stars: Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner","Votes: 335,737",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,275. Sweet Dreams (2016)","12 | 131 min | Drama, Romance",6.5,Rate,"Massimo's idyllic childhood is shattered by the death of his mother. Years later, he is forced to relive his traumatic past and compassionate doctor Elisa could help him open up and confront his childhood wounds.","Director: Marco Bellocchio | Stars: Valerio Mastandrea, Bérénice Bejo, Guido Caprino, Nicolò Cabras","Votes: 1,890",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,276. Boys on Film 12: Confession (2014 Video)",Drama,6.3,Rate,Confession Noun A formal statement of one s sins with repentance and desire of absolution; often intimate personal revelations. Repentance is futile. In our latest collection of gay short ... See full summary »,"Directors: Bobby de Groot, Filippo Demarchi, Stephen Dunn, Robert Hawk, Dominic Haxton, Peter Knegt, Samuel Leighton-Dore, Christophe Predari, Dustin Shroff, Denis Theriault, Arjan van Meerten | Stars: Greg Baglia, Charles Basham, Keturah Brown, Thomas Coumans",Votes: 66,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,277. Revolt (2017)","15 | 87 min | Action, Adventure, Sci-Fi",5.3,Rate,"In the war-ravaged Kenyan countryside, a U.S. soldier (Lee Pace) and a French foreign aid worker (Berenice Marlohe) team up to survive an alien onslaught.","Director: Joe Miale | Stars: Lee Pace, Bérénice Marlohe, Jason Flemyng, Sibulele Gcilitshana","Votes: 9,971",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,278. Queer as Art (2017 TV Movie)",60 min | Documentary,7.2,Rate,Documentary celebrating the LGBTQ contribution to the arts in Britain in the 50 years since decriminalization.,"Director: James House | Stars: Andy Bell, Richard Coles, Alan Cumming, Russell T. Davies",Votes: 28,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,279. Manhunt: Unabomber (II) (2017–2020)","12 | 817 min | Biography, Crime, Drama",8.1,Rate,"An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.","Stars: Gethin Anthony, Arliss Howard, Kelly Jenrette, Cameron Britton","Votes: 62,847",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,280. Man in an Orange Shirt (2017)","15 | 120 min | Drama, Romance",7.9,Rate,"Tales of love across two films highlighting the very different challenges that face the couples, With Michael and Thomas just after WWII, and Adam and Steve in the present day.","Stars: Julian Morris, Vanessa Redgrave, Oliver Jackson-Cohen, Charlie Wernham","Votes: 4,451",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,281. 21 Thunder (2017)",44 min | Drama,6.1,Rate,"In the cutthroat world of pro soccer, a club lives and dies by the stars on its under-21 team. They are the future and lifeblood of any franchise, but most will never make it. 21 THUNDER is... See full summary »","Stars: Stephanie Bennett, Emmanuel Kabongo, Andres Joseph, Kevin Claydon","Votes: 1,060",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,282. C'est l'amour (2015)","97 min | Drama, Romance",5.1,Rate,A woman (Odile) suspects her husband (Jean) to be unfaithful to her. Thus she decides to give him a taste of his own medicine. Fate gets her in touch with an actor (Daniel) she will use for... See full summary »,"Director: Paul Vecchiali | Stars: Astrid Adverbe, Pascal Cervo, Julien Lucq, Frédéric Karakozian",Votes: 91,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,283. Queerama (2017)","15 | 70 min | Documentary, Music",6.4,Rate,"Compilation of archive footage from 1919 to the present, from both documentary and fictional sources, set to music, illustrating the huge changes in LGBTQ life in Britain (mainly England) over the 20th century.","Director: Daisy Asquith | Stars: Leigh Bowery, Nicola Bowery, Quentin Crisp",Votes: 208,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,284. Cirque du Soleil: Worlds Away (2012)",PG | 91 min | Fantasy,6.7,Rate,51 Metascore,"A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.","Director: Andrew Adamson | Stars: Erica Linz, Igor Zaripov, Lutz Halbhubner, John Clarke","Votes: 8,184 | Gross: $12.50M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,285. Collide (I) (2016)","15 | 99 min | Action, Crime, Thriller",5.7,Rate,33 Metascore,"An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.","Director: Eran Creevy | Stars: Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley","Votes: 17,133 | Gross: $2.28M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,286. Heartstone (2016)","129 min | Drama, Romance",7.4,Rate,70 Metascore,"In a fishing village in Iceland, a boy develops feelings for his best friend as his best friend pursues his affections for a girl.","Director: Guðmundur Arnar Guðmundsson | Stars: Baldur Einarsson, Blær Hinriksson, Diljá Valsdóttir, Katla Njálsdóttir","Votes: 6,023",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,287. Security (I) (2017)","15 | 88 min | Action, Crime, Thriller",5.7,Rate,A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.,"Director: Alain Desrochers | Stars: Antonio Banderas, Ben Kingsley, Liam McIntyre, Cung Le","Votes: 21,165",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
